"REF_DATE","GEO","DGUID","Indigenous identity","Grade","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 4","Total, sex","Number","223","units","0","v1281059835","4.2.7.1","330","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 4","Male","Number","223","units","0","v1281059836","4.2.7.2","180","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 4","Female","Number","223","units","0","v1281059837","4.2.7.3","153","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 4","Sex not reported","Number","223","units","0","v1281059838","4.2.7.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 5","Total, sex","Number","223","units","0","v1281059839","4.2.8.1","300","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 5","Male","Number","223","units","0","v1281059840","4.2.8.2","156","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 5","Female","Number","223","units","0","v1281059841","4.2.8.3","147","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 5","Sex not reported","Number","223","units","0","v1281059842","4.2.8.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 6","Total, sex","Number","223","units","0","v1281059843","4.2.9.1","342","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 6","Male","Number","223","units","0","v1281059844","4.2.9.2","156","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 6","Female","Number","223","units","0","v1281059845","4.2.9.3","186","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 6","Sex not reported","Number","223","units","0","v1281059846","4.2.9.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 7","Total, sex","Number","223","units","0","v1281059847","4.2.10.1","333","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 7","Male","Number","223","units","0","v1281059848","4.2.10.2","156","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 7","Female","Number","223","units","0","v1281059849","4.2.10.3","177","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 7","Sex not reported","Number","223","units","0","v1281059850","4.2.10.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 8","Total, sex","Number","223","units","0","v1281059851","4.2.11.1","378","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 8","Male","Number","223","units","0","v1281059852","4.2.11.2","195","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 8","Female","Number","223","units","0","v1281059853","4.2.11.3","186","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 8","Sex not reported","Number","223","units","0","v1281059854","4.2.11.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 9","Total, sex","Number","223","units","0","v1281059855","4.2.12.1","330","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 9","Male","Number","223","units","0","v1281059856","4.2.12.2","153","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 9","Female","Number","223","units","0","v1281059857","4.2.12.3","174","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 9","Sex not reported","Number","223","units","0","v1281059858","4.2.12.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 10","Total, sex","Number","223","units","0","v1281059859","4.2.13.1","360","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 10","Male","Number","223","units","0","v1281059860","4.2.13.2","195","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 10","Female","Number","223","units","0","v1281059861","4.2.13.3","162","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 10","Sex not reported","Number","223","units","0","v1281059862","4.2.13.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 11","Total, sex","Number","223","units","0","v1281059863","4.2.14.1","417","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 11","Male","Number","223","units","0","v1281059864","4.2.14.2","186","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 11","Female","Number","223","units","0","v1281059865","4.2.14.3","231","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 11","Sex not reported","Number","223","units","0","v1281059866","4.2.14.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 12","Total, sex","Number","223","units","0","v1281059867","4.2.15.1","360","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 12","Male","Number","223","units","0","v1281059868","4.2.15.2","174","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 12","Female","Number","223","units","0","v1281059869","4.2.15.3","183","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade 12","Sex not reported","Number","223","units","0","v1281059870","4.2.15.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade not reported","Total, sex","Number","223","units","0","v1281059871","4.2.16.1","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade not reported","Male","Number","223","units","0","v1281059872","4.2.16.2","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade not reported","Female","Number","223","units","0","v1281059873","4.2.16.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","First Nations","Grade not reported","Sex not reported","Number","223","units","0","v1281059874","4.2.16.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Total, grade","Total, sex","Number","223","units","0","v1281059875","4.3.1.1","954","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Total, grade","Male","Number","223","units","0","v1281059876","4.3.1.2","492","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Total, grade","Female","Number","223","units","0","v1281059877","4.3.1.3","462","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Total, grade","Sex not reported","Number","223","units","0","v1281059878","4.3.1.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Junior Kindergarten  ","Total, sex","Number","223","units","0","v1281059879","4.3.2.1","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Junior Kindergarten  ","Male","Number","223","units","0","v1281059880","4.3.2.2","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Junior Kindergarten  ","Female","Number","223","units","0","v1281059881","4.3.2.3","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Junior Kindergarten  ","Sex not reported","Number","223","units","0","v1281059882","4.3.2.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Kindergarten","Total, sex","Number","223","units","0","v1281059883","4.3.3.1","84","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Kindergarten","Male","Number","223","units","0","v1281059884","4.3.3.2","48","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Kindergarten","Female","Number","223","units","0","v1281059885","4.3.3.3","36","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Kindergarten","Sex not reported","Number","223","units","0","v1281059886","4.3.3.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 1","Total, sex","Number","223","units","0","v1281059887","4.3.4.1","54","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 1","Male","Number","223","units","0","v1281059888","4.3.4.2","27","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 1","Female","Number","223","units","0","v1281059889","4.3.4.3","27","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 1","Sex not reported","Number","223","units","0","v1281059890","4.3.4.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 2","Total, sex","Number","223","units","0","v1281059891","4.3.5.1","63","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 2","Male","Number","223","units","0","v1281059892","4.3.5.2","27","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 2","Female","Number","223","units","0","v1281059893","4.3.5.3","33","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 2","Sex not reported","Number","223","units","0","v1281059894","4.3.5.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 3","Total, sex","Number","223","units","0","v1281059895","4.3.6.1","72","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 3","Male","Number","223","units","0","v1281059896","4.3.6.2","42","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 3","Female","Number","223","units","0","v1281059897","4.3.6.3","30","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 3","Sex not reported","Number","223","units","0","v1281059898","4.3.6.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 4","Total, sex","Number","223","units","0","v1281059899","4.3.7.1","90","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 4","Male","Number","223","units","0","v1281059900","4.3.7.2","51","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 4","Female","Number","223","units","0","v1281059901","4.3.7.3","36","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 4","Sex not reported","Number","223","units","0","v1281059902","4.3.7.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 5","Total, sex","Number","223","units","0","v1281059903","4.3.8.1","72","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 5","Male","Number","223","units","0","v1281059904","4.3.8.2","33","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 5","Female","Number","223","units","0","v1281059905","4.3.8.3","39","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 5","Sex not reported","Number","223","units","0","v1281059906","4.3.8.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 6","Total, sex","Number","223","units","0","v1281059907","4.3.9.1","66","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 6","Male","Number","223","units","0","v1281059908","4.3.9.2","36","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 6","Female","Number","223","units","0","v1281059909","4.3.9.3","30","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 6","Sex not reported","Number","223","units","0","v1281059910","4.3.9.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 7","Total, sex","Number","223","units","0","v1281059911","4.3.10.1","87","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 7","Male","Number","223","units","0","v1281059912","4.3.10.2","45","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 7","Female","Number","223","units","0","v1281059913","4.3.10.3","42","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 7","Sex not reported","Number","223","units","0","v1281059914","4.3.10.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 8","Total, sex","Number","223","units","0","v1281059915","4.3.11.1","90","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 8","Male","Number","223","units","0","v1281059916","4.3.11.2","45","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 8","Female","Number","223","units","0","v1281059917","4.3.11.3","45","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 8","Sex not reported","Number","223","units","0","v1281059918","4.3.11.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 9","Total, sex","Number","223","units","0","v1281059919","4.3.12.1","81","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 9","Male","Number","223","units","0","v1281059920","4.3.12.2","45","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 9","Female","Number","223","units","0","v1281059921","4.3.12.3","36","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 9","Sex not reported","Number","223","units","0","v1281059922","4.3.12.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 10","Total, sex","Number","223","units","0","v1281059923","4.3.13.1","66","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 10","Male","Number","223","units","0","v1281059924","4.3.13.2","30","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 10","Female","Number","223","units","0","v1281059925","4.3.13.3","36","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 10","Sex not reported","Number","223","units","0","v1281059926","4.3.13.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 11","Total, sex","Number","223","units","0","v1281059927","4.3.14.1","63","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 11","Male","Number","223","units","0","v1281059928","4.3.14.2","24","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 11","Female","Number","223","units","0","v1281059929","4.3.14.3","39","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 11","Sex not reported","Number","223","units","0","v1281059930","4.3.14.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 12","Total, sex","Number","223","units","0","v1281059931","4.3.15.1","63","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 12","Male","Number","223","units","0","v1281059932","4.3.15.2","30","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 12","Female","Number","223","units","0","v1281059933","4.3.15.3","33","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade 12","Sex not reported","Number","223","units","0","v1281059934","4.3.15.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade not reported","Total, sex","Number","223","units","0","v1281059935","4.3.16.1","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade not reported","Male","Number","223","units","0","v1281059936","4.3.16.2","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade not reported","Female","Number","223","units","0","v1281059937","4.3.16.3","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Métis","Grade not reported","Sex not reported","Number","223","units","0","v1281059938","4.3.16.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Total, grade","Total, sex","Number","223","units","0","v1281059939","4.4.1.1","171","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Total, grade","Male","Number","223","units","0","v1281059940","4.4.1.2","96","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Total, grade","Female","Number","223","units","0","v1281059941","4.4.1.3","72","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Total, grade","Sex not reported","Number","223","units","0","v1281059942","4.4.1.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Junior Kindergarten  ","Total, sex","Number","223","units","0","v1281059943","4.4.2.1","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Junior Kindergarten  ","Male","Number","223","units","0","v1281059944","4.4.2.2","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Junior Kindergarten  ","Female","Number","223","units","0","v1281059945","4.4.2.3","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Junior Kindergarten  ","Sex not reported","Number","223","units","0","v1281059946","4.4.2.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Kindergarten","Total, sex","Number","223","units","0","v1281059947","4.4.3.1","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Kindergarten","Male","Number","223","units","0","v1281059948","4.4.3.2","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Kindergarten","Female","Number","223","units","0","v1281059949","4.4.3.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Kindergarten","Sex not reported","Number","223","units","0","v1281059950","4.4.3.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 1","Total, sex","Number","223","units","0","v1281059951","4.4.4.1","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 1","Male","Number","223","units","0","v1281059952","4.4.4.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 1","Female","Number","223","units","0","v1281059953","4.4.4.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 1","Sex not reported","Number","223","units","0","v1281059954","4.4.4.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 2","Total, sex","Number","223","units","0","v1281059955","4.4.5.1","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 2","Male","Number","223","units","0","v1281059956","4.4.5.2","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 2","Female","Number","223","units","0","v1281059957","4.4.5.3","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 2","Sex not reported","Number","223","units","0","v1281059958","4.4.5.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 3","Total, sex","Number","223","units","0","v1281059959","4.4.6.1","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 3","Male","Number","223","units","0","v1281059960","4.4.6.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 3","Female","Number","223","units","0","v1281059961","4.4.6.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 3","Sex not reported","Number","223","units","0","v1281059962","4.4.6.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 4","Total, sex","Number","223","units","0","v1281059963","4.4.7.1","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 4","Male","Number","223","units","0","v1281059964","4.4.7.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 4","Female","Number","223","units","0","v1281059965","4.4.7.3","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 4","Sex not reported","Number","223","units","0","v1281059966","4.4.7.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 5","Total, sex","Number","223","units","0","v1281059967","4.4.8.1","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 5","Male","Number","223","units","0","v1281059968","4.4.8.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 5","Female","Number","223","units","0","v1281059969","4.4.8.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 5","Sex not reported","Number","223","units","0","v1281059970","4.4.8.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 6","Total, sex","Number","223","units","0","v1281059971","4.4.9.1","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 6","Male","Number","223","units","0","v1281059972","4.4.9.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 6","Female","Number","223","units","0","v1281059973","4.4.9.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 6","Sex not reported","Number","223","units","0","v1281059974","4.4.9.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 7","Total, sex","Number","223","units","0","v1281059975","4.4.10.1","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 7","Male","Number","223","units","0","v1281059976","4.4.10.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 7","Female","Number","223","units","0","v1281059977","4.4.10.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 7","Sex not reported","Number","223","units","0","v1281059978","4.4.10.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 8","Total, sex","Number","223","units","0","v1281059979","4.4.11.1","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 8","Male","Number","223","units","0","v1281059980","4.4.11.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 8","Female","Number","223","units","0","v1281059981","4.4.11.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 8","Sex not reported","Number","223","units","0","v1281059982","4.4.11.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 9","Total, sex","Number","223","units","0","v1281059983","4.4.12.1","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 9","Male","Number","223","units","0","v1281059984","4.4.12.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 9","Female","Number","223","units","0","v1281059985","4.4.12.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 9","Sex not reported","Number","223","units","0","v1281059986","4.4.12.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 10","Total, sex","Number","223","units","0","v1281059987","4.4.13.1","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 10","Male","Number","223","units","0","v1281059988","4.4.13.2","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 10","Female","Number","223","units","0","v1281059989","4.4.13.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 10","Sex not reported","Number","223","units","0","v1281059990","4.4.13.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 11","Total, sex","Number","223","units","0","v1281059991","4.4.14.1","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 11","Male","Number","223","units","0","v1281059992","4.4.14.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 11","Female","Number","223","units","0","v1281059993","4.4.14.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 11","Sex not reported","Number","223","units","0","v1281059994","4.4.14.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 12","Total, sex","Number","223","units","0","v1281059995","4.4.15.1","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 12","Male","Number","223","units","0","v1281059996","4.4.15.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 12","Female","Number","223","units","0","v1281059997","4.4.15.3","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade 12","Sex not reported","Number","223","units","0","v1281059998","4.4.15.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade not reported","Total, sex","Number","223","units","0","v1281059999","4.4.16.1","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade not reported","Male","Number","223","units","0","v1281060000","4.4.16.2","3","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade not reported","Female","Number","223","units","0","v1281060001","4.4.16.3","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Inuit","Grade not reported","Sex not reported","Number","223","units","0","v1281060002","4.4.16.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Total, grade","Total, sex","Number","223","units","0","v1281060003","4.5.1.1","399","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Total, grade","Male","Number","223","units","0","v1281060004","4.5.1.2","189","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Total, grade","Female","Number","223","units","0","v1281060005","4.5.1.3","210","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Total, grade","Sex not reported","Number","223","units","0","v1281060006","4.5.1.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Junior Kindergarten  ","Total, sex","Number","223","units","0","v1281060007","4.5.2.1","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Junior Kindergarten  ","Male","Number","223","units","0","v1281060008","4.5.2.2","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Junior Kindergarten  ","Female","Number","223","units","0","v1281060009","4.5.2.3","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Junior Kindergarten  ","Sex not reported","Number","223","units","0","v1281060010","4.5.2.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Kindergarten","Total, sex","Number","223","units","0","v1281060011","4.5.3.1","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Kindergarten","Male","Number","223","units","0","v1281060012","4.5.3.2","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Kindergarten","Female","Number","223","units","0","v1281060013","4.5.3.3","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Kindergarten","Sex not reported","Number","223","units","0","v1281060014","4.5.3.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 1","Total, sex","Number","223","units","0","v1281060015","4.5.4.1","33","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 1","Male","Number","223","units","0","v1281060016","4.5.4.2","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 1","Female","Number","223","units","0","v1281060017","4.5.4.3","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 1","Sex not reported","Number","223","units","0","v1281060018","4.5.4.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 2","Total, sex","Number","223","units","0","v1281060019","4.5.5.1","24","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 2","Male","Number","223","units","0","v1281060020","4.5.5.2","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 2","Female","Number","223","units","0","v1281060021","4.5.5.3","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 2","Sex not reported","Number","223","units","0","v1281060022","4.5.5.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 3","Total, sex","Number","223","units","0","v1281060023","4.5.6.1","24","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 3","Male","Number","223","units","0","v1281060024","4.5.6.2","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 3","Female","Number","223","units","0","v1281060025","4.5.6.3","9","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 3","Sex not reported","Number","223","units","0","v1281060026","4.5.6.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 4","Total, sex","Number","223","units","0","v1281060027","4.5.7.1","27","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 4","Male","Number","223","units","0","v1281060028","4.5.7.2","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 4","Female","Number","223","units","0","v1281060029","4.5.7.3","15","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 4","Sex not reported","Number","223","units","0","v1281060030","4.5.7.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 5","Total, sex","Number","223","units","0","v1281060031","4.5.8.1","18","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 5","Male","Number","223","units","0","v1281060032","4.5.8.2","12","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 5","Female","Number","223","units","0","v1281060033","4.5.8.3","6","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 5","Sex not reported","Number","223","units","0","v1281060034","4.5.8.4","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Indigenous, group not reported","Grade 6","Total, sex","Number","223","units","0","v1281060035","4.5.9.1","21","","","","0"
